	Title	Location	Company	Salary	Synopsis	origin	mean_annual_salary
2481	Marketing Data Science Manager	United States	Indeed	$145,000 - $210,000 a year	Your Job Our team is at the intersection of marketing with large investments, products that are used by billions of job seekers and employers, and petabytes…	Fresno	177500.0
2482	Senior Data Engineer	Remote in United States	SAIC	$125,001 - $150,000 a year	Job ID: 2207014-US-United_States Location: , , US Date Posted: 2022-05-06 Category: Information Technology Subcategory: Big Data Engineer Schedule: Full…	Fresno	137500.5
2483	Senior Director of Machine Learning Research	California	Harnham	$225,000 - $275,000 a year	The Senior Director of Machine Learning will be responsible for utilizing an integrated and multi-modal approach to drug discovery.	Fresno	250000.0
2484	Sr. Principal Data Scientist	Remote in California	Northrop Grumman	$125,800 - $188,600 a year	Creates data mining architectures/models/protocols, statistical reporting, and data analysis methodologies to identify trends in large data sets.	Fresno	157200.0
2485	Director, Data Science- SMB Labs	Remote in California	Indeed	$214,000 - $310,000 a year	In this role, you will lead teams of machine learning engineers, scientists, and statisticians who exhibit high energy, deep technical skills, and a drive to…	Fresno	262000.0
2486	Senior Statistical Programmer	United States	AL2S3 LTD	Up to $150,000 a year	You will be working with some of the most advanced analytics.	Fresno	150000.0
2487	Senior Consultant - AI/ML Engineer	United States	Harnham	$140,000 - $150,000 a year	You will also play a leadership role in modestly sized data teams.You will be responsible for delivering on client data science projects from end-to-end.	Fresno	145000.0
2488	Machine Learning Programmer	Greensboro, NC 27401	Actalent	$45 - $60 an hour	. Able to perform Bayesian parameter searches on networks to balance accuracy and performance.. Able to quantize networks for deployment on resource…	Greensboro	109200.0
2489	Senior Software Development Engineer - Data Intelligence	Greensboro, NC	Altair	$125,000 - $150,000 a year	Altair enables data-driven enterprises by providing teams the power to use data analytics and AI to gain competitive advantages and drive next-level business…	Greensboro	137500.0
2490	Data Scientist - Entry to Expert Level Virtual Hiring Event	United States	National Security Agency (NSA)	$74,682 - $176,300 a year	Passing this examination is a requirement in order to be considered for selection into a data scientist position.	Greensboro	125491.0
2491	Senior Data Scientist - Delivery Insights	Remote in United States	Indeed	$139,000 - $201,000 a year	Passion to answer Product/Engineering questions with data.Can train and deploy deep learning models for natural language data.	Greensboro	170000.0
2492	Senior Data Scientist	United States	Good Parents Inc.	From $110,000 a year	REST APIs, data pipelines and annotation tools.Experience or familiarity with data exploration, analysis and visualization tools.	Greensboro	110000.0
2493	Director, Data Science	Remote in United States	Indeed	$253,000 - $367,000 a year	Can fish for data with SQL and Pandas.Can do small data work with Python or R.Can do big data work with Hadoop or Spark.	Greensboro	310000.0
2494	Senior Data Engineer	Remote in United States	SAIC	$125,001 - $150,000 a year	The data engineer also implements data tests for quality and also focuses on improving inefficient tooling and adopting new transformative technologies while…	Greensboro	137500.5
2495	Machine Learning Programmer	Greensboro, NC 27401	Actalent	$45 - $60 an hour	Able to perform Bayesian parameter searches on networks to balance accuracy and performance.Multiple simultaneous searches on a single GPU.	Greensboro	109200.0
2496	Senior Data Analyst	Remote in North Carolina	Hire With Jarvis	$120,000 - $170,000 a year	Expertise in SQL and data visualization.Experience working with relational data models and statistical principles.This is a fully remote permanent position.	Greensboro	145000.0
2497	Senior Machine Learning Engineer	Remote in North Carolina	Harnham	$190,000 - $230,000 a year	They are looking for an experienced Machine Learning engineer who has extensive experience working with start-ups, has a green thumb, and thrives in a fast…	Greensboro	210000.0
2498	Junior Data Science Engineer	United States	Enhance IT	From $32 an hour	Experience with command-line scripting, data structures and algorithms and ability to work in a Linux environment, processing large amounts of data in a cloud…	Greensboro	66560.0
2499	Sr. Software Development Engineer - Data Intelligence	Greensboro, NC	Altair Engineering	$100,000 - $160,000 a year	Altair enables data-driven enterprises by providing teams the power to use data analytics and AI to gain competitive advantages and drive next-level business…	Greensboro	130000.0
2500	Data Scientist - Entry to Expert Level Virtual Hiring Event	United States	National Security Agency (NSA)	$74,682 - $176,300 a year	Passing this examination is a requirement in order to be considered for selection into a data scientist position.	Harrisonburg	125491.0
2501	Senior Data Scientist - International	United States	Indeed	$123,000 - $179,000 a year	Passion to answer Product/Engineering questions with data.Can train and deploy deep learning models for natural language data.	Harrisonburg	151000.0
2502	Senior Data Scientist	United States	Good Parents Inc.	From $110,000 a year	REST APIs, data pipelines and annotation tools.Experience or familiarity with data exploration, analysis and visualization tools.	Harrisonburg	110000.0
2503	Senior Statistical Programmer	United States	AL2S3 LTD	Up to $150,000 a year	You will be working with some of the most advanced analytics.	Harrisonburg	150000.0
2504	Senior Supply Chain Data Analyst	United States	Logistics Plus Inc	$25 - $29 an hour	The Central Planning and Analytics (CPA) team provides analytical and project management.Services for DSPA Global and Regional Planning teams.	Harrisonburg	56160.0
2505	Principal Statistical Programmer	United States	AL2S3 LTD	$150,000 - $170,000 a year	They are proud of their culture of engagement and accountability that rewards employees for innovative thinking and achievement of key objectives.	Harrisonburg	160000.0
2506	Junior Data Science Engineer	United States	Enhance IT	From $32 an hour	Experience with command-line scripting, data structures and algorithms and ability to work in a Linux environment, processing large amounts of data in a cloud…	Harrisonburg	66560.0
2507	Director, Data Science- SMB Labs	Remote in United States	Indeed	$214,000 - $310,000 a year	In this role, you will lead teams of machine learning engineers, scientists, and statisticians who exhibit high energy, deep technical skills, and a drive to…	Harrisonburg	262000.0
2508	Junior Machine Learning Engineer	United States	Enhance IT	From $32 an hour	Experience with command-line scripting, data structures and algorithms and ability to work in a Linux environment, processing large amounts of data in a cloud…	Harrisonburg	66560.0
2509	Senior Data Scientist - Delivery Insights	Remote in United States	Indeed	$139,000 - $201,000 a year	Passion to answer Product/Engineering questions with data.Can train and deploy deep learning models for natural language data.	Harrisonburg	170000.0
2510	Director, Data Science	Remote in United States	Indeed	$253,000 - $367,000 a year	Can fish for data with SQL and Pandas.Can do small data work with Python or R.Can do big data work with Hadoop or Spark.	Harrisonburg	310000.0
2511	Senior Data Engineer	Remote in United States	SAIC	$125,001 - $150,000 a year	The data engineer also implements data tests for quality and also focuses on improving inefficient tooling and adopting new transformative technologies while…	Harrisonburg	137500.5
2512	Scientist/Senior Scientist	Virginia	AllianThera Biopharma	$85,000 - $135,000 a year	Proficiency in utilizing software such as GraphPad Prism, FlowJo, electronic lab notebooks, Microsoft Office etc. for data analysis and figure generation is…	Harrisonburg	110000.0
2513	Cognitive Neuroscientist (R&D)	Remote in United States	Intheon	From $110,000 a year	Excellent problem-solving skills, knack for abstract mathematical thinking (e.g., vector/matrix/tensor data, high-dimensional spaces, probability distributions,…	Harrisonburg	110000.0
2514	Data Scientist - Entry to Expert Level Virtual Hiring Event	United States	National Security Agency (NSA)	$74,682 - $176,300 a year	Direct hire data scientists are hired into positions directly supporting a technical mission office.Passing this examination is a requirement in order to be…	Harrisonburg	125491.0
2515	Director, Data Science	Remote in United States	Indeed	$253,000 - $367,000 a year	You will build and lead teams of data scientists, statisticians, data engineers, and machine learning engineers.Can fish for data with SQL and Pandas.	Harrisonburg	310000.0
2516	Marketing Data Science Manager	United States	Indeed	$145,000 - $210,000 a year	Participate and help hire, onboard, and coach marketing data scientists.Working knowledge of algorithms and data structures.	Harrisonburg	177500.0
2517	Data Scientist I	Vienna, VA 22180	Navy Federal Credit Union	$42.00 - $56.50 an hour	Moderate skill data mining, data wrangling, and data transformation with both structured and unstructured data; deep understanding of data models.	Herndon	102440.0
2518	Data Scientist	Washington, DC 20591 (Southwest Federal Center area)	US Federal Aviation Administration	$112,187 - $173,922 a year	Identifies risks in the NAS through the use of data sets, such as voice data, track data, incident/accident data, maps, etc.	Herndon	143054.5
2519	Senior Data Scientist	Remote in Washington, DC 20001	CyberCoders	$150,000 - $170,000 a year	Develop our data science function.Experience with structured/unstructured data sources.RSUs, Annual Bonus, 401(k), Unlimited PTO.	Herndon	160000.0
2520	Biologist/Ecologist (Data Scientist)	Washington, DC 20242 (East Potomac Park area)	US National Park Service	$74,950 - $97,430 a year	Experience organizing and analyzing data sets using data analytical tools, and creating and implementing data collection and analysis tools, utilizing…	Herndon	86190.0
2521	Principal Data Scientist	Dulles, VA 20166	Global Wireless Solutions, Inc.	$140,000 - $150,000 a year	Strong trend analysis, data weighting/extrapolation, bias reduction, data aggregation techniques, and automation skills are required.	Herndon	145000.0
2522	Data Scientist	Chantilly, VA 20151	CEQUAL Solutions, INC	$125,000 - $160,000 a year	Present information using data visualization techniques.Undertake preprocessing of structured and unstructured data.Combine models through ensemble modeling.	Herndon	142500.0
2523	Junior Data Scientist	Reston, VA 20191	Dezign Concepts LLC	$100,000 - $125,000 a year	The Sponsor manages a large number of data scientists of varying levels of experience, and provides them challenging and exciting project work in a fast-paced…	Herndon	112500.0
2524	Data Scientist	Temporarily Remote in Washington, DC	U.S. Mint	$106,823 - $138,868 a year	Develop algorithms that extract, transform, and load data from operational data stores into data marts and/or a data warehouse, develop the algorithms that…	Herndon	122845.5
2525	Data Scientist	Washington, DC 20002 (Truxton Circle area)	Government of the District of Columbia	$89,457 - $115,262 a year	The candidate will perform exploratory data analysis and identify meaningful patterns and relationships within the data.Pay Plan, Series and Grade: CS-0101-13.	Herndon	102359.5
2526	Senior Data Scientist	Washington, DC	MissionWired	$85,000 - $135,000 a year	Experience managing data warehouses and/or data lakes;Ability to build and optimize data pipelines, architectures, and data sets;	Herndon	110000.0
2527	Data Scientist	Herndon, VA+3 locations	Accenture Federal Services	Up to $10,000 a month	Experience with managing data and creating algorithms using AWS.Refer a qualified candidate and earn up to $10K.Comfortable navigating the command line.	Herndon	120000.0
2528	ANALYTIC MATHEMATICIAN, STATISTICIAN, DATA-SCIENTIST	Washington, DC	US Defense Intelligence Agency	$89,834 - $116,788 a year	Demonstrate an ability to merge all-source analytic tradecraft with advanced methodologies/tools and data science analysis to produce written products for high…	Herndon	103311.0
2529	Data Scientist (Remote)	Remote in Washington, DC 20005	BlueLabs	$75,000 a year	Collaborate with engineers, data scientists, program managers and external stakeholders to troubleshoot problems and proactively create solutions.	Herndon	75000.0
2530	Senior Data Analyst	Arlington, VA 22203 (Ashton Heights area)	OTHSolutions	$140,000 - $160,000 a year	In-depth understanding of data modeling methodologies, database optimization, data mining and segmentation techniques.Data analytics: 10 years (Required).	Herndon	150000.0
2531	Senior Data Scientist 3	Herndon, VA 20170	YSI	$125,000 - $130,000 a year	And other characteristics of data in predictive analysis, identifies/creates the appropriate algorithm to discover patterns.	Herndon	127500.0
2532	Senior Data Scientist	Remote in Arlington, VA	Interos, Inc.	$120,000 - $160,000 a year	Strong understanding of data science fundamentals and data analysis techniques.Analyzing large open source and proprietary data sets to identify actionable…	Herndon	140000.0
2533	Senior Data Engineer	Remote in Arlington, VA	ls3staffing.com	$67.00 - $86.50 an hour	You will design, develop, and maintain systems for querying and processing data, working with data scientists to drive efficient solutions.	Herndon	159640.0
2534	Data Scientist	Washington, DC	TAA Solutions LLC	$76,657 - $165,867 a year	This role sits with in OSSE’s CIO data management team working on various projects and business needs for multiple special education data systems.	Herndon	121262.0
2535	Senior Data Scientist	Remote in Washington, DC	Gtmhub	$130,000 - $160,000 a year	Maintain day-to-day data aggregation responsibilities and the integrity of the data;Familiarity with data management tools;Access to a 401(k)/Roth 401(k).	Herndon	145000.0
2536	Senior Data Scientist	Remote in Arlington, VA 22202	Bidscale	Up to $150,000 a year	Work with Engineers, Product Managers, and Analytics personnel to specify product data requirements and strive for greater functionality in our data systems.	Herndon	150000.0
2537	Senior Machine Learning Scientist 3	Herndon, VA 20170	YSI	$130,000 - $135,000 a year	Our benefits are very competitive that include 401(k), health, dental, and vision insurance, Life insurance, short-term and long-term disability insurance, paid…	Herndon	132500.0
2538	Data Scientist/Data Analyst (TS/SCI FS Poly)	Fairfax, VA 22030	Insight Xcite LLC	$145,000 - $235,000 a year	Undertake preprocessing of structured and unstructured data.Identify valuable data sources and automate collection processes.	Herndon	190000.0
2539	Data Scientist Consultant	Washington, DC	Simatree	$75,000 - $150,000 a year	Knowledge of data structures, data modeling, replication and distribution, data/object relational database mapping.	Herndon	112500.0
2540	Business Intelligence Data Analyst	Remote in Arlington, VA	Interos, Inc.	$72,000 - $96,000 a year	Perform hands-on work with data analysis, data visualization, data validation and quality assurance.Rigorously and creatively mine and analyze data; ensure…	Herndon	84000.0
2541	Economist / Statistician	Washington, DC	US Consumer Financial Protection Bureau	$83,282 - $170,560 a year	U.S Citizens or U.S. Nationals; No prior federal experience is required.	Herndon	126921.0
2542	Data Scientist II- Action Officer (1988)	Washington, DC 20571 (Downtown area)+1 location	EXECUTIVE PERSONNEL SERVICES INC	$104,000 a year	Possesses knowledge of appropriate data sources to address the specific requirements of projects for monitoring, characterization, analysis and modeling.	Herndon	104000.0
2543	Healthcare Informatics – Data Scientist	Washington, DC 20001 (Judiciary Square area)	Carson Solutions LLC	Up to $92 an hour	D) Experience with data visualization.Identifies data quality issues for review and resolution.Transforms business data into dashboards and visualization…	Herndon	191360.0
2544	Statistician, GS-1530-13, DE, (Open Continuous)	Washington, DC	US Office for Civil Rights	$103,690 - $134,798 a year	United States Citizens If you are a current or former federal employee or are eligible under a special hiring authority (VEOA, Schedule A, etc.), you may be…	Herndon	119244.0
2545	Sr. Data Scientist - Corporate@ Arlington, Virginia	Arlington, VA+1 location	CEDENT	$105,000 - $150,000 a year	Conduct exploratory data analysis from complex data sources and build key data sets to support Company’s mission.Terms of Hire: Full Time.	Herndon	127500.0
2546	Statistician	Washington, DC	U.S. Department of Homeland Security	$85,838 - $116,788 a year	Recommending technical approaches to the compilation and presentation of data sets.Ensuring statistical accuracy throughout the collection and reporting of all…	Herndon	101313.0
2547	Data Scientist III - 100% Remote	Remote in Bethesda, MD 20814	Radian	$116,400 - $180,400 a year	Deep experience with data pipelines, data tools, and data organization for analytics.Comprehensive understanding of data structures, data modeling and software…	Herndon	148400.0
2548	Lead Systems Engineer/Data Scientist	Chantilly, VA 20151	Peraton	Up to $177,424 a year	You will lead in research, development, and demonstration activities related to various data technology areas.Colorado Salary Minimum: $82,992.00.	Herndon	177424.0
2549	Mid to Senior Geospatial Data Scientist	Washington, DC 20004 (Downtown area)	EpochGeo	$125,000 - $175,000 a year	Our developers, analysts, and data scientists have a proven track record applying open-source innovative technology, data science, and actionable analytics to…	Herndon	150000.0
2550	Senior Data Scientist/Machine Learning Engineer	Remote in Washington, DC 20057+17 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Work with cross-functional teams, including lawyers, data protection and security researchers.Gather training data, and train and evaluate state-of-the-art…	Herndon	170000.0
2551	Senior/Lead Data Scientist	Washington, DC	Salesforce	$82,400 a year	Each team is made up of data scientists, engineers, growth analysts, and information management experts who are dedicated to driving product strategy with data…	Herndon	82400.0
2552	Intelligence Research Specialist (Data Scientist)	Washington, DC	US Treasury, Departmental Offices	$61,947 - $116,788 a year	Experience conducting data science techniques or data analysis; OR.Experience analyzing and interpreting large data sets using data software programs; OR.	Herndon	89367.5
2553	ML engineer - Big Data, Amazon Ads	Arlington, VA+1 location	Amazon.com Services LLC	$147,000 a year	Understanding of ML based approaches. experience working with large scale data processing systems.Experience in databases, analytics, big data systems or…	Herndon	147000.0
2554	Senior Data Analyst	Washington, DC 20019 (Greenway area)+1 location	Salem Infotech	$69,263 - $133,539 a year	Strong communication skills - ability to articulate technical terms and complex data clearly to non-technical audience both verbally and in writing.	Herndon	101401.0
2555	Senior Data Analyst	Reston, VA	ManTech International Corporation	$97,900 - $162,800 a year	Prior experience in data conversion, data migration, requirements gathering, data mapping and data source gap analysis.7+ years of data management experience.	Herndon	130350.0
2556	Senior Data Scientist, Credit	Remote in Washington, DC	Caribou	$125,000 - $145,000 a year	Experience working consumer data (especially consumer finance), including data from credit bureaus.Demonstrated ability to explain and visualize complex data…	Herndon	135000.0
2557	Senior Data Scientist	Ashburn, VA 20147	Adtech	$101,507 - $150,626 a year	Experience performing data mining, analysis, and training set construction.Familiarity with RESTful APIs, web scraping, and processing unstructured data.	Herndon	126066.5
2558	Senior Conservation Data Scientist	Washington, DC 20036 (Downtown area)	Defenders of Wildlife	$110,000 - $118,000 a year	Serve as Defenders’ lead scientist in the use of remotely sensed data, using data from Landsat and Sentinel 1 and 2 satellites, for example, to monitor species…	Herndon	114000.0
2559	Senior Data Analyst I (Remote)	Remote in Washington, DC 20005	BlueLabs	$75,000 a year	Check, clean and transform incoming data for data pipelines.Collaborate with engineers, data scientists, program managers and external stakeholders to…	Herndon	75000.0
2560	Applied Machine Learning Researcher	McLean, VA+1 location	Accenture Federal Services	Up to $10,000 a month	Experience with managing data and creating algorithms using AWS.Refer a qualified candidate and earn up to $10K.2+ years of experience with Python.	Herndon	120000.0
2561	Sr. Fraud Data Analyst	Remote in Chantilly, VA	Peraton	From $86,694 a year	Minimum of 5 years of experience leading/managing fraud investigation teams at the state/federal level Must have knowledge of federal/state/local law…	Herndon	86694.0
2562	Master Data Management and Knowledge Engineer	Remote in Ashburn, VA 20147	SAIC	$125,001 - $150,000 a year	10+ years of experience in the areas of master data management, reference data management, data governance, data management, analytics, and technology.	Herndon	137500.5
2563	Senior Enterprise Data Specialist	Remote in Arlington County, VA	Interos, Inc.	$120,000 - $160,000 a year	Maintain the Interos data dictionary and master data catalogs.Have a demonstrated passion for data and working in data-driven organizations.	Herndon	140000.0
2564	Senior Data Analyst	Washington, DC 20009 (Adams Morgan area)	Mary's Center	$68,000 - $90,000 a year	Supports and advises Data Analyst I on data management, data organization, data reporting and analysis.Presents at select meetings on relevant data analyses,…	Herndon	79000.0
2565	Mathematical Statistician	Washington, DC	US Environmental Protection Agency	$106,823 - $138,868 a year	Provide recommendations and changes to policies based on data analysis and statistical approaches including clustering, multi-dimensional methods, and…	Herndon	122845.5
2566	Data Scientist	Washington, DC	DigitCompass	$90,000 - $150,000 a year	Shall have a minimum of a Master’s degree in computer science, statistics, or applied mathematics, and demonstrated experience of four (4) years in creating…	Herndon	120000.0
2567	Predictive Modeler II	Vienna, VA 22180+1 location	Navy Federal Credit Union	$72,300 - $123,500 a year	Effective skill in analytical/data collection tools such as SAS, R, Python, Hadoop, Tableau, SQL.Participate in analyses and discussions regarding loss…	Herndon	97900.0
2568	Sr. Data Scientist - Corporate@ Arlington, Virginia	Arlington, VA	CEDENT	$105,000 - $150,000 a year	Conduct exploratory data analysis from complex data sources and build key data sets to support Company’s mission.Terms of Hire: Full Time.	Herndon	127500.0
2569	Staff Data Scientist - REMOTE USA	Remote in Washington, DC	Mandiant	$160,000 a year	Identify data sources; iterate and grow datasets over time.Explore and analyze data; perform ad-hoc analyses to answer targeted questions.	Herndon	160000.0
2570	Data Plane Engineer	Remote in Washington, DC 20057+2 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Troubleshooting and optimizing data path.Architect the next generation 5G base station on a chip’s data path.Strong programming experience in c/c++.	Herndon	170000.0
2571	Statistician, GS-1529/1530-11 (Interdisciplinary) DIRECT HIR...	Alexandria, VA 22314 (Eisenhower East area)	US National Science Foundation	$74,950 - $97,430 a year	Organizes data to support statistical analyses and proposes changes that improve the analytic utility of the data files, data organization, and data management…	Herndon	86190.0
2572	Principal Data Scientist	Washington, DC	MissionWired	$90,000 a year	Experience managing data warehouses and/or data lakes;We are looking for candidates in a range of seniority levels, including very experienced data scientists.	Herndon	90000.0
2573	Data Analyst - Infrastructure Technology Specialist Senior	Washington, DC 20002 (NoMa area)	Carson Solutions LLC	Up to $61 an hour	Large complex data sets and data modeling: 5 years (Required).The role of the Applications Technical Specialist serving as a Senior Data Analyst is to provide…	Herndon	126880.0
2574	SC&A Senior Manager, Strategy and Data Analyst	Sterling, VA	Raytheon Technologies	$65,500 - $95,500 a year	A working knowledge of data resources, budget processes and government timelines.Strategic thinker and problem solver, able to connect data to business…	Herndon	80500.0
2575	Senior Software Engineer, Data	Remote in Arlington, VA	Interos, Inc.	$120,000 - $160,000 a year	Enjoy optimizing complex data models for comprehension and performance.Create connectors for ingesting data from third party databases, APIs, and web sites.	Herndon	140000.0
2576	Data Scientist	Washington, DC+1 location	MissionWired	$75,000 - $90,000 a year	Ability to optimize data pipelines, architectures, and data sets.Supporting the development of infrastructure for optimal extraction, transformation, and…	Herndon	82500.0
2577	Cyber Data Science Engineer (Polygraph Required)	McLean, VA	Zachary Piper Solutions	$150,000 - $180,000 a year	At least 2 years in data mining and data set preparation (SQL).At least 2 years of work experience with data science, business analytics, business intelligence…	Herndon	165000.0
2578	Deputy Director, Privacy & Data Project	Temporarily Remote in Washington, DC 20005	Center for Democracy and Technology	$85,000 - $130,000 a year	The Deputy will also focus on direct-to-company advocacy to improve corporate data practices.Engage directly with technology companies to advocate for and…	Herndon	107500.0
2579	R&D Engineer – AI, Machine Learning, Ultrasound, NDT/SHM	Gaithersburg, MD 20878	X-wave Innovations, Inc.	$79,390 - $193,253 a year	5 years in AI, ML, Signal/image processing, data analysis.Ph.D. or M.S. with 5+ years of hands-on experience in algorithms and application software development…	Herndon	136321.5
2580	Public Notice for Mathematician (Direct Hire)	Washington, DC	US Federal Aviation Administration	$41,235 - $155,403 a year	Examples may include but are not limited to: analyzing system performance by using mathematical techniques; experience identifying problems through the analysis…	Herndon	98319.0
2581	Senior Evaluation Advisor	Temporarily Remote in Washington, DC 20004	U.S. Agency for International Development	$126,233 - $164,102 a year	Examples of qualifying specialized experience at the next lower level for this position include: a) experience in conducting qualitative and quantitative…	Herndon	145167.5
2582	Cleared Data Scientist	Reston, VA	Leading Path Consulting	$150,000 - $200,000 a year	The Sponsor produces internal data science training and manages external data science training for our data scientists.	Herndon	175000.0
2583	Senior Broadband and Digital Equity Data Analyst	Washington, DC 20003 (Navy Yard area)	Carson Solutions LLC	Up to $53 an hour	Manage all geospatial data collection and statistical analysis related to broadband and digital equity.Analyzes information and statistical data to prepare…	Herndon	110240.0
2584	Senior Cloud Data Engineer	Remote in Reston, VA 20190	SAIC	$175,001 - $185,000 a year	ETL/ELT or data warehousing experience working on the design, development and documentation of large-scale data objects from disparate data sources.	Herndon	180000.5
2585	Lead Machine Learning Engineer	Remote in Washington, DC 20005	S&P Global	$83,200 - $190,100 a year	The candidate will develop solutions to process alternative data from structured and unstructured sources, generate meaningful data classifications and text…	Herndon	136650.0
2586	Lead Statistician	Remote in Springfield, VA	SAIC	$125,001 - $135,000 a year	Create data analysis code using R.Conduct data analysis in classified work area.Strong experience with analyzing data sets and coding in R.	Herndon	130000.5
2587	SUPERVISORY MATHEMATICAL STATISTICIAN	Temporarily Remote in Alexandria, VA 22350	US Defense Human Resources Activity	$126,233 - $164,102 a year	This work requires coordination with survey analysts, operations staff, and programmers to construct and manage data files; it includes providing guidance and…	Herndon	145167.5
2588	Data & Information Architect/Manager	Springfield, VA 22150	Inalab Consulting, Inc	Up to $150,000 a year	Experience with data governance, data management maturity, data management roadmaps.Experience using data modeling software preferably ERwin data modeling tool…	Herndon	150000.0
2589	Senior Software Engineer, Data	Remote in Arlington, VA	Interos, Inc.	$120,000 - $160,000 a year	Founded in 2005 by supply chain risk management expert Jennifer Bisceglie, we have grown into the largest and most influential player in the emerging…	Herndon	140000.0
2590	Principal ML & NLP Engineer	Remote in Washington, DC 20057+2 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Who is Recruiting from Scratch: Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware…	Herndon	170000.0
2591	Software Engineer (Deep Learning)	Rockville, MD 20850	Barrow Wise Consulting	$84,000 - $110,000 a year	Enjoy problem-solving, need a venue to display your creativity, and emerging technologies pique your interest; if so, Barrow Wise Consulting, LLC is for you.…	Herndon	97000.0
2592	Master Data Manager	Temporarily Remote in Washington, DC 20405	Barrow Wise Consulting	$90,000 - $145,000 a year	Enjoy problem-solving, need a venue to display your creativity, and emerging technologies peak your interest; if so, Barrow Wise Consulting, LLC is for you.…	Herndon	117500.0
2593	Mathematical Statistician (Open to both U.S. Citizens and Fe...	Washington, DC	US National Highway Traffic Safety Administration	$74,950 - $138,868 a year	Current or former competitive service federal employees.Family members of a federal employee or uniformed service member who is or was, working overseas.	Herndon	106909.0
2594	Principal ML & NLP Engineer	Remote in Washington, DC 20057+2 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Given you are constructing the foundation on which our global data infrastructure will be built, you need to pay close attention to detail and maintain a…	Herndon	170000.0
2595	Principal Data Scientist	Washington, DC	Harnham	$150,000 - $180,000 a year	Partner with stakeholders to develop the organization's long-term data strategy, acting as an SME on best data science practices.	Herndon	165000.0
2596	Senior/ Lead AI/ML Engineer 3	Herndon, VA 20170	YSI	$120,000 - $125,000 a year	Master’s degree or PhD in data science, machine learning, statistics, computer science, applied math, or related highly quantitative field.	Herndon	122500.0
2597	Master Data Manager	Temporarily Remote in Washington, DC 20405	Barrow Wise Consulting	$90,000 - $145,000 a year	Utilize data networks, file systems, a data warehouse, data marts, an operational data store, data mining, data analysis, data visualization, data federation,…	Herndon	117500.0
2598	Data Scientist - TS/SCI Cleared	Washington, DC	Insight Global	$160,000 - $180,000 a year	Designing and deploying deep learning algorithms and predictive models Developing custom data models and algorithms to apply to data sets Assessing the…	Herndon	170000.0
2599	Statistical Programming Analyst	Washington, DC+1 location	DigitCompass	$90,000 - $150,000 a year	Developing analytic software, applications and tools to process complex SEC data sets using agile methodology, modern econometrics methods, statistical modeling…	Herndon	120000.0
2600	Data Protection Lead (Remote eligible)	Remote in Washington, DC 20024	Mathematica Policy Research	$100,000 - $150,000 a year	Experience working with large, unstructured data sets containing protected data.Ability to apply data governance and data lifecycle management concepts to…	Herndon	125000.0
2601	Senior Logistics Data Analyst	Herndon, VA 20170	Yakshna Solutions	$80,000 - $90,000 a year	Documented experience using Tools for Oracle Application Development (TOAD) to develop tables, load data and construct structured query language (SQL0 for data…	Herndon	85000.0
2602	Senior Project Manager: Life Science, Interiors, Tilt Wall,...	Washington, DC	Scott Humphrey Corporation	$100,000 - $185,000 a year	National general contractor that specializes in the construction of commercial interiors, cold storage facilities, Data Centers, and Life Science Facilities.	Herndon	142500.0
2603	Machine Learning Engineer	Arlington County, VA	Snagajob	$112,000 - $138,000 a year	Collaborate with data scientists, developers, and product managers to integrate and validate machine learning solutions end to end.	Herndon	125000.0
2604	Data Scientist - Entry to Expert Level Virtual Hiring Event	United States	National Security Agency (NSA)	$74,682 - $176,300 a year	Passing this examination is a requirement in order to be considered for selection into a data scientist position.	Herndon	125491.0
2605	Senior Consultant - AI/ML Engineer	United States	Harnham	$140,000 - $150,000 a year	You will also play a leadership role in modestly sized data teams.You will be responsible for delivering on client data science projects from end-to-end.	Herndon	145000.0
2606	Senior Data Engineer	Remote in United States	SAIC	$125,001 - $150,000 a year	The data engineer also implements data tests for quality and also focuses on improving inefficient tooling and adopting new transformative technologies while…	Herndon	137500.5
2607	Junior Data Science Engineer	United States	Enhance IT	From $32 an hour	Experience with command-line scripting, data structures and algorithms and ability to work in a Linux environment, processing large amounts of data in a cloud…	Herndon	66560.0
2608	Data Engineer	Reston, VA	Seneca Resources	$85,000 - $90,000 a year	This aspect of data management will assist the logistics community by establishing hierarchy, cleansing, and curating hundreds of data injects from multiple…	Herndon	87500.0
2609	Junior Machine Learning Engineer	United States	Enhance IT	From $32 an hour	Experience with command-line scripting, data structures and algorithms and ability to work in a Linux environment, processing large amounts of data in a cloud…	Herndon	66560.0
2610	Senior Supply Chain Data Analyst	United States	Logistics Plus Inc	$25 - $29 an hour	The Central Planning and Analytics (CPA) team provides analytical and project management.Services for DSPA Global and Regional Planning teams.	Herndon	56160.0
2611	Marketing Data Science Manager	United States	Indeed	$145,000 - $210,000 a year	Participate and help hire, onboard, and coach marketing data scientists.Working knowledge of algorithms and data structures.	Herndon	177500.0
2612	REMOTE: Senior Software Engineer with leading AI analytics f...	Remote in Washington, DC 20001	CyberCoders	$130,000 - $150,000 a year	The team is focused on developing complex, AI-based algorithms and forecasting applications for risk management and decision support in the finance industry.	Herndon	140000.0
